client_code;installment;first_amount_spent;number_of_products;Y;center;age51_89;age36_50;dim_big;dim_medium;age15_35;sex;north;south_and_islands;dim_small
93573944;0;990000;1;0;0;0;1;0;1;0;1;0;1;0
93574266;0;1038000;2;0;1;0;1;0;1;0;1;0;0;0
93576706;0;860000;1;0;1;0;1;0;0;0;1;0;0;1
93577338;0;475000;2;1;0;0;0;1;0;1;1;0;1;0
93577753;0;475000;2;1;0;1;0;1;0;0;0;0;1;0
93579268;0;940000;1;0;0;0;1;0;1;0;0;1;0;0
93579934;0;940000;1;1;0;1;0;0;1;0;1;1;0;0
93582978;0;1098000;3;1;0;0;1;0;0;0;0;1;0;1
93583109;0;1188000;1;0;1;1;0;1;0;0;0;0;0;0
93584946;0;740000;3;1;0;0;1;0;1;0;1;0;1;0
93585489;0;880000;1;0;0;0;1;0;0;0;1;1;0;1
93587902;0;3700000;4;1;0;0;1;0;1;0;1;0;1;0
93588844;0;1090000;3;1;0;1;0;0;0;0;1;1;0;1
93589336;0;4240000;3;0;0;0;1;0;1;0;1;0;1;0
93593376;0;1131000;1;1;0;0;1;0;1;0;1;1;0;0
93593473;0;600000;1;0;1;0;0;0;0;1;1;0;0;1
93593996;0;800000;1;0;0;0;0;1;0;1;1;0;1;0
93596197;0;600000;1;0;1;0;0;0;0;1;0;0;0;1
93596294;0;300000;1;0;1;1;0;0;0;0;1;0;0;1
9359741E;1;600000;1;0;0;1;0;0;1;0;1;0;1;0
93598297;0;3380000;4;0;0;0;1;0;1;0;1;1;0;0
93598408;0;3070000;4;0;0;1;0;0;1;0;1;1;0;0
93599315;0;3070000;3;1;0;1;0;1;0;0;1;0;1;0
93599943;1;165000;1;1;1;0;0;0;0;1;1;0;0;1
9360033E;0;3070000;3;1;0;0;1;0;1;0;1;0;1;0
93605439;0;750000;1;1;0;0;1;1;0;0;1;0;1;0
93606338;0;1932000;2;0;0;1;0;0;1;0;1;1;0;0
93606451;0;712000;1;1;0;0;0;0;1;1;0;1;0;0
93607075;1;3600000;5;1;0;0;1;0;1;0;0;1;0;0
93607865;0;563000;2;0;0;0;1;0;1;0;1;1;0;0
93608578;0;130000;1;0;0;0;1;0;1;0;0;1;0;0
93609426;0;738000;1;0;0;0;1;0;1;0;1;0;1;0
93610394;1;1748000;3;0;0;0;1;0;0;0;1;1;0;1
93615957;0;430000;2;1;0;0;1;0;1;0;0;1;0;0
93616007;0;2230000;1;0;0;0;0;0;1;1;1;0;1;0
93616600;0;3600000;3;1;0;0;1;0;1;0;1;0;1;0
93619227;0;860000;1;0;0;0;1;0;0;0;1;0;1;1
93620853;0;1785000;1;1;1;0;1;0;1;0;0;0;0;0
93622643;0;3600000;5;0;0;0;1;0;1;0;1;0;1;0
9362266E;0;532000;1;0;0;0;1;0;1;0;1;0;1;0
93626436;1;3070000;3;1;0;1;0;0;1;0;1;1;0;0
93631847;0;1476711;2;0;0;0;1;0;1;0;1;0;1;0
93634447;0;1476711;2;0;0;1;0;0;1;0;1;1;0;0
93635621;0;1476711;2;1;1;0;1;0;1;0;0;0;0;0
93635974;0;1;2;0;1;0;1;1;0;0;0;0;0;0
93636105;0;1476711;2;1;0;1;0;0;1;0;0;0;1;0
93641761;0;800000;1;0;0;0;1;0;1;0;1;0;1;0
93641842;0;548000;1;0;0;0;0;0;1;1;1;0;1;0
93644205;0;850000;1;0;0;1;0;0;1;0;1;0;1;0
93644965;0;850000;1;0;0;1;0;0;1;0;1;0;1;0
93646445;0;1436000;1;0;0;0;0;0;1;1;1;0;1;0
93655835;0;320000;1;1;0;1;0;1;0;0;1;1;0;0
93658176;0;1890000;1;0;0;0;1;1;0;0;0;1;0;0
93658931;1;3700000;3;1;0;0;1;1;0;0;1;1;0;0
93659458;0;485000;2;0;0;0;1;1;0;0;0;1;0;0
93659970;0;500000;2;1;0;0;1;1;0;0;0;1;0;0
93661657;1;3700000;4;1;0;1;0;1;0;0;1;1;0;0
93662335;1;1070000;2;1;0;1;0;1;0;0;1;1;0;0
93664540;0;3700000;4;1;0;0;1;0;1;0;1;1;0;0
93669968;0;1600000;1;0;0;0;1;0;1;0;1;1;0;0
93673396;0;3700000;5;0;0;0;1;0;1;0;1;1;0;0
9367614E;0;850000;1;0;0;1;0;0;1;0;0;1;0;0
93676239;1;3700000;3;1;0;0;1;0;1;0;1;1;0;0
93677006;0;973000;1;0;0;0;0;0;1;1;1;1;0;0
9367905E;0;792000;2;1;0;0;0;0;1;1;1;1;0;0
93680236;1;3169000;4;1;0;0;1;0;1;0;0;1;0;0
93681976;1;3670000;4;1;0;0;1;0;1;0;1;1;0;0
93685211;0;532000;1;0;1;0;1;1;0;0;0;0;0;0
93691327;0;3700000;5;1;1;0;0;1;0;1;1;0;0;0
93692412;1;850000;1;0;1;1;0;1;0;0;1;0;0;0
93695632;1;960000;2;0;1;0;1;1;0;0;0;0;0;0
93696892;0;1710000;3;0;1;0;0;1;0;1;1;0;0;0
93697686;1;3700000;5;0;1;0;1;1;0;0;1;0;0;0
93698275;1;1183000;2;0;1;1;0;1;0;0;0;0;0;0
93698763;1;3700000;5;1;1;0;1;1;0;0;1;0;0;0
93699190;0;288000;1;1;0;0;1;1;0;0;1;0;1;0
9370593E;0;735000;2;0;0;0;0;0;1;1;0;0;1;0
93707916;1;980000;4;1;0;0;1;1;0;0;0;1;0;0
93729669;0;700000;1;0;0;1;0;0;1;0;0;1;0;0
93731396;0;630000;3;0;0;0;1;0;1;0;1;1;0;0
93731892;0;1135000;2;1;0;1;0;0;1;0;1;1;0;0
93738471;0;3700000;3;0;0;0;1;0;0;0;1;0;1;1
93738897;0;3865000;5;1;0;0;1;0;0;0;1;0;1;1
9374157E;0;3070000;4;1;0;0;1;0;1;0;1;1;0;0
93743475;1;3070000;4;1;1;0;1;0;1;0;0;0;0;0
93744137;0;3070000;4;0;1;0;1;0;0;0;1;0;0;1
93744668;1;3170000;4;1;1;0;1;0;1;0;0;0;0;0
93744765;1;3170000;4;1;1;0;1;0;1;0;1;0;0;0
93745168;0;784000;1;0;1;0;0;0;1;1;0;0;0;0
93750641;1;973000;1;0;0;0;0;0;1;1;1;1;0;0
93751982;0;3700000;5;0;0;0;1;0;1;0;0;1;0;0
93752113;0;586000;1;0;0;0;1;0;1;0;0;1;0;0
93753446;0;1070000;2;1;1;0;0;0;1;1;1;0;0;0
93754507;0;300000;1;0;1;0;1;0;1;0;1;0;0;0
93757549;0;490000;1;1;0;1;0;0;1;0;0;0;1;0
93757646;0;1769000;2;0;1;0;0;0;1;1;0;0;0;0
93760515;0;510000;1;1;0;1;0;0;1;0;0;1;0;0
93761376;0;674000;1;0;0;0;0;0;1;1;1;1;0;0
93763123;1;586000;1;0;1;1;0;0;1;0;1;0;0;0
93763263;0;674000;1;0;1;0;1;0;1;0;0;0;0;0
93763387;1;740000;3;1;1;0;0;0;0;1;1;0;0;1
93767897;0;719000;1;1;0;0;0;0;1;1;1;0;1;0
93771851;0;540000;1;1;0;0;1;0;1;0;0;0;1;0
93790449;0;2870000;3;1;1;0;1;0;1;0;1;0;0;0
93790562;0;518000;1;0;1;0;1;0;1;0;1;0;0;0
93792220;0;1090000;3;0;0;1;0;0;1;0;1;1;0;0
9379262E;0;618000;1;0;0;0;1;0;1;0;1;1;0;0
93795319;0;290000;1;0;1;0;1;0;1;0;1;0;0;0
93795394;1;546000;2;1;0;1;0;0;1;0;1;1;0;0
93797192;0;2132000;3;0;1;0;0;0;1;1;0;0;0;0
93797796;0;750000;2;0;0;0;1;0;1;0;0;1;0;0
93797834;0;3070000;4;0;0;0;1;0;1;0;1;1;0;0
93799489;0;880000;1;0;0;0;1;0;1;0;1;1;0;0
93800622;0;720000;1;0;0;1;0;1;0;0;1;0;1;0
93801319;0;1310000;3;0;0;0;1;1;0;0;1;0;1;0
9380203E;0;4080000;5;0;0;0;1;1;0;0;0;0;1;0
93802250;0;199900;1;1;0;0;1;1;0;0;1;0;1;0
93802277;0;880000;1;0;0;0;1;1;0;0;0;0;1;0
93803109;0;800000;1;0;0;0;0;1;0;1;1;0;1;0
93803524;1;3600000;5;1;0;0;1;1;0;0;1;0;1;0
93813244;0;973000;1;0;1;1;0;1;0;0;0;0;0;0
93816464;0;1183000;1;1;1;0;1;1;0;0;1;0;0;0
93817258;0;300000;1;0;0;0;1;1;0;0;1;0;1;0
93825781;1;1080000;1;0;0;0;0;1;0;1;1;1;0;0
93826133;1;973000;1;1;0;1;0;1;0;0;1;1;0;0
93851979;0;740000;6;0;0;0;1;1;0;0;1;0;1;0
9385353E;0;240000;1;0;0;1;0;0;0;0;1;0;1;1
93854544;0;690000;1;0;0;0;1;0;0;0;1;0;1;1
9385532E;1;536000;2;1;0;0;1;0;0;0;0;0;1;1
93858442;0;586000;1;1;0;0;1;0;1;0;1;1;0;0
93860269;1;3700000;4;1;0;0;1;0;1;0;0;1;0;0
93881894;1;1080000;1;0;0;0;1;0;1;0;1;0;1;0
93912218;0;940000;2;1;1;1;0;0;0;0;1;0;0;1
9391363E;0;336000;1;0;1;0;1;0;0;0;0;0;0;1
94001219;0;650000;1;0;1;1;0;0;1;0;0;0;0;0
94003572;1;4415000;5;1;1;1;0;0;1;0;1;0;0;0
94003912;0;520000;2;0;1;1;0;0;1;0;1;0;0;0
94004226;1;1188000;1;1;1;1;0;0;1;0;1;0;0;0
94005958;0;850000;1;0;1;0;1;1;0;0;1;0;0;0
94008361;0;630000;3;0;1;0;1;1;0;0;1;0;0;0
94010757;0;940000;2;1;1;0;1;1;0;0;1;0;0;0
94011141;0;550000;3;1;1;1;0;1;0;0;1;0;0;0
94011567;0;646000;2;1;0;0;0;0;1;1;1;0;1;0
94017891;0;3600000;4;1;1;0;1;0;1;0;1;0;0;0
94018243;0;120000;1;1;1;1;0;0;1;0;1;0;0;0
94018936;0;575000;1;0;1;0;1;0;1;0;1;0;0;0
9401910E;0;630000;3;0;1;0;1;0;1;0;1;0;0;0
94020434;0;700000;1;0;1;0;0;0;1;1;0;0;0;0
94021546;0;3700000;3;1;0;0;1;0;1;0;1;1;0;0
94027609;0;1130000;5;0;0;1;0;0;1;0;0;1;0;0
94036063;0;973000;1;0;0;1;0;1;0;0;1;1;0;0
94039666;1;646000;2;1;0;0;1;1;0;0;0;1;0;0
94040958;0;3700000;5;1;0;0;1;1;0;0;1;1;0;0
94050341;0;1390000;5;1;1;0;1;0;1;0;0;0;0;0
94051631;1;3700000;6;0;1;0;0;0;1;1;0;0;0;0
9405231E;0;736000;2;1;1;0;1;0;1;0;1;0;0;0
94053650;0;3700000;4;1;0;0;1;0;1;0;1;0;1;0
94054436;0;525000;1;0;0;0;1;0;1;0;0;0;1;0
94054770;0;910000;1;0;0;0;0;0;1;1;1;0;1;0
94062218;0;650000;1;0;1;0;0;0;1;1;0;0;0;0
9406363E;1;850000;1;0;1;1;0;0;1;0;1;0;0;0
94063982;1;810000;1;1;1;1;0;0;1;0;1;0;0;0
94064415;1;3700000;5;1;1;0;1;0;1;0;1;0;0;0
94064792;0;674000;1;1;1;0;0;0;0;1;0;0;0;1
94065179;0;940000;2;0;1;0;1;0;0;0;1;0;0;1
94066027;1;750000;2;0;1;0;0;0;1;1;0;0;0;0
94066353;0;960000;2;1;1;0;1;0;0;0;1;0;0;1
94071632;1;160000;1;1;1;0;1;0;1;0;1;0;0;0
94072116;0;586000;1;0;0;0;0;0;1;1;1;1;0;0
94081166;0;3700000;4;0;1;0;1;0;1;0;0;0;0;0
94081468;0;1427000;2;1;1;0;1;0;1;0;0;0;0;0
94081549;0;3700000;5;1;1;0;1;0;1;0;0;0;0;0
94092176;0;130000;1;1;0;0;1;0;1;0;1;1;0;0
94092710;0;850000;1;0;0;0;0;0;1;1;0;1;0;0
9409506E;0;510000;1;0;0;0;1;0;1;0;1;1;0;0
94096139;1;670000;1;1;0;0;1;0;1;0;1;1;0;0
94097771;0;2270000;4;1;0;0;1;0;1;0;1;1;0;0
94098204;0;725000;1;0;0;0;1;0;1;0;1;1;0;0
94099847;0;525000;1;0;0;0;1;0;1;0;1;1;0;0
94101485;0;940000;2;1;0;0;1;1;0;0;1;1;0;0
94101949;0;740000;3;1;0;0;0;1;0;1;0;1;0;0
94103623;0;3700000;5;1;0;0;1;1;0;0;1;1;0;0
94104999;0;575000;1;0;0;0;1;1;0;0;1;1;0;0
94106673;0;1060000;2;0;0;0;0;1;0;1;0;1;0;0
94109125;0;700000;2;0;0;0;1;1;0;0;1;1;0;0
94109346;0;800000;1;1;0;0;0;1;0;1;0;1;0;0
94109478;0;970000;2;0;0;0;1;1;0;0;1;1;0;0
94109842;1;3700000;4;1;0;0;1;1;0;0;0;1;0;0
9411126E;0;525000;1;0;0;0;1;1;0;0;1;1;0;0
94111286;0;910000;1;0;0;0;1;1;0;0;1;1;0;0
94130167;0;586000;1;0;1;1;0;1;0;0;1;0;0;0
94130701;1;520000;2;0;1;1;0;1;0;0;0;0;0;0
94133689;0;534000;2;0;1;0;1;1;0;0;1;0;0;0
94134545;1;534000;2;0;1;0;0;1;0;1;1;0;0;0
94135029;0;780000;2;0;1;0;0;1;0;1;1;0;0;0
94135835;0;5100000;5;0;1;0;0;1;0;1;0;0;0;0
94136009;1;670000;1;0;1;0;0;1;0;1;1;0;0;0
94136327;0;4240000;3;1;1;1;0;1;0;0;1;0;0;0
9413698E;1;575000;1;0;1;1;0;1;0;0;0;0;0;0
94137064;0;510000;1;0;1;0;1;1;0;0;0;0;0;0
94138613;0;240000;1;0;1;1;0;1;0;0;1;0;0;0
94138915;0;485000;2;0;1;0;0;1;0;1;1;0;0;0
94139601;0;760000;2;0;0;1;0;0;1;0;0;1;0;0
94140081;0;3700000;5;1;0;0;1;0;1;0;0;1;0;0
94140502;1;3700000;4;1;0;0;1;0;1;0;1;1;0;0
94141568;0;1990000;3;0;0;0;1;0;1;0;1;1;0;0
9414205E;1;3700000;5;1;0;0;1;0;1;0;1;1;0;0
94143951;0;725000;1;0;0;0;0;0;1;1;0;1;0;0
94144060;0;1300000;3;0;0;0;0;0;1;1;1;1;0;0
94144192;1;3700000;5;1;0;0;1;0;1;0;1;1;0;0
94144478;1;3700000;5;1;0;0;1;0;1;0;0;1;0;0
94145121;0;3700000;5;0;0;0;1;0;1;0;1;1;0;0
94148899;0;1476711;2;0;0;0;1;0;1;0;0;0;1;0
94149054;1;4496000;5;1;0;0;1;0;1;0;1;1;0;0
94149623;1;3700000;4;1;0;0;1;0;1;0;1;1;0;0
94150486;0;3070000;4;1;0;0;1;1;0;0;0;0;1;0
94152756;0;674000;1;0;0;0;1;1;0;0;1;0;1;0
94153264;0;3700000;3;1;0;0;1;1;0;0;0;0;1;0
94157685;0;650000;1;0;0;0;0;1;0;1;1;0;1;0
94158622;1;670000;1;1;0;0;1;1;0;0;1;0;1;0
94159106;0;670000;1;0;0;0;0;1;0;1;0;0;1;0
94160872;0;740000;1;0;0;1;0;1;0;0;1;0;1;0
94164819;0;534000;2;0;0;0;1;0;1;0;1;1;0;0
9416858E;1;735000;2;1;0;0;1;0;1;0;0;1;0;0
94171033;0;1080000;1;0;0;0;1;1;0;0;1;0;1;0
94171327;0;320000;1;0;0;0;1;1;0;0;1;0;1;0
94171459;0;520000;2;0;0;0;0;1;0;1;0;0;1;0
94171998;0;650000;2;0;0;1;0;1;0;0;0;0;1;0
9417217E;1;810000;1;0;0;0;1;1;0;0;1;0;1;0
94173095;0;1476711;2;1;1;0;1;0;1;0;0;0;0;0
94174725;0;3700000;4;1;0;0;1;1;0;0;1;0;1;0
94175721;1;3700000;3;1;0;1;0;1;0;0;1;0;1;0
94178186;0;670000;1;0;0;0;1;1;0;0;0;0;1;0
94179271;0;630000;3;0;0;1;0;1;0;0;1;0;1;0
94181152;0;565000;1;0;1;1;0;0;1;0;1;0;0;0
94181195;0;740000;3;1;1;0;0;0;1;1;1;0;0;0
94182701;0;860000;2;0;1;0;0;0;1;1;1;0;0;0
94183686;1;4370000;5;1;1;1;0;0;1;0;1;0;0;0
9418450E;0;700000;2;0;1;0;1;0;1;0;0;0;0;0
9418478E;0;1070000;2;0;1;1;0;0;1;0;0;0;0;0
94185174;0;775000;1;0;1;1;0;0;1;0;1;0;0;0
94185212;0;1370000;2;1;1;1;0;0;1;0;1;0;0;0
94186820;0;800000;1;0;1;0;0;0;0;1;1;0;0;1
94186944;1;772000;1;1;1;0;1;0;0;0;0;0;0;1
94187444;0;940000;2;1;1;0;1;0;0;0;1;0;0;1
94193266;0;3070000;3;0;1;0;1;0;0;0;0;0;0;1
94201811;0;3700000;3;1;0;0;1;1;0;0;1;0;1;0
94201900;0;550000;1;0;0;0;1;1;0;0;1;0;1;0
94202699;0;740000;3;1;0;0;1;0;0;0;1;0;1;1
94202885;0;2350000;1;0;0;0;0;1;0;1;0;0;1;0
94205167;1;510000;1;1;0;0;1;1;0;0;0;0;1;0
94205671;1;670000;1;1;0;0;0;1;0;1;1;0;1;0
94221391;0;518000;2;0;0;0;0;1;0;1;0;0;1;0
94221448;0;3700000;5;1;0;0;1;1;0;0;0;0;1;0
94222541;0;780000;1;0;0;0;0;1;0;1;0;0;1;0
94223300;0;3700000;5;1;0;0;1;1;0;0;1;0;1;0
94223548;0;165000;1;0;0;1;0;1;0;0;0;0;1;0
94225664;0;1135000;2;0;0;0;1;1;0;0;1;0;1;0
94226105;1;3700000;3;0;0;1;0;1;0;0;1;0;1;0
94230188;0;660000;1;0;0;0;1;0;1;0;1;0;1;0
94230773;0;3700000;5;0;0;0;1;0;1;0;1;0;1;0
94233179;0;735000;2;0;0;0;0;0;1;1;0;0;1;0
94233500;0;630000;2;0;0;0;1;0;1;0;1;0;1;0
94235996;0;520000;2;0;0;0;1;1;0;0;1;1;0;0
94236283;0;1761000;3;1;0;0;0;1;0;1;0;1;0;0
94236313;0;650000;2;0;0;0;1;1;0;0;1;1;0;0
94236429;0;1106000;3;0;0;1;0;1;0;0;0;1;0;0
94237123;0;586000;1;0;0;0;0;1;0;1;1;1;0;0
94238804;1;1436000;1;0;0;0;1;1;0;0;0;1;0;0
94239223;1;575000;1;1;0;0;1;1;0;0;1;1;0;0
94248508;0;910000;1;1;0;0;0;0;0;1;1;1;0;1
94249318;1;660000;1;0;1;0;1;1;0;0;1;0;0;0
94253315;0;725000;1;0;0;0;1;0;1;0;1;0;1;0
94253323;0;800000;1;0;0;0;1;0;1;0;1;0;1;0
94253633;0;586000;1;0;0;0;1;0;1;0;1;0;1;0
94254273;0;674000;1;0;0;0;0;0;1;1;1;0;1;0
94255091;0;3700000;3;1;0;0;1;0;0;0;1;0;1;1
9426449E;1;150000;1;1;0;0;1;0;0;0;0;1;0;1
94266468;0;2170000;2;0;1;0;1;0;1;0;1;0;0;0
94268878;0;1112000;2;1;1;0;1;0;1;0;1;0;0;0
94268975;0;336000;1;0;1;0;1;0;1;0;0;0;0;0
94270228;0;510000;1;0;0;0;1;0;1;0;1;0;1;0
94270260;1;3700000;4;0;0;0;1;0;0;0;1;1;0;1
94274592;1;520000;1;1;0;0;0;0;1;1;0;0;1;0
94275149;0;3700000;4;0;0;0;1;0;0;0;1;0;1;1
94279373;0;930000;2;1;1;1;0;0;1;0;0;0;0;0
94281041;0;518000;2;0;0;0;1;0;0;0;1;0;1;1
94282048;0;534000;2;0;0;0;0;0;0;1;0;0;1;1
94282706;1;3700000;3;1;0;0;1;0;1;0;1;0;1;0
94283249;0;3700000;4;1;0;0;1;0;0;0;1;0;1;1
94294119;0;520000;1;0;0;0;0;0;1;1;1;0;1;0
94296286;0;630000;2;0;0;0;1;0;1;0;1;0;1;0
94298920;0;3700000;3;1;0;0;1;0;1;0;1;0;1;0
94317011;0;420000;2;1;1;0;1;0;1;0;0;0;0;0
94317615;0;759000;1;0;1;0;1;0;1;0;0;0;0;0
94317712;0;525000;1;0;1;0;1;0;1;0;1;0;0;0
9431795E;0;910000;1;0;1;0;1;0;1;0;1;0;0;0
94318050;0;664000;1;0;1;0;0;0;1;1;1;0;0;0
94320152;0;850000;1;0;0;0;1;0;1;0;1;1;0;0
94321981;0;534000;2;0;0;0;1;0;1;0;1;1;0;0
9432252E;1;3700000;3;1;0;0;1;0;1;0;0;1;0;0
94323100;0;288000;1;0;0;0;1;0;1;0;0;1;0;0
94324719;0;630000;3;0;0;1;0;0;1;0;1;1;0;0
94335818;0;1436000;1;0;0;0;0;0;1;1;0;0;1;0
94338639;0;906000;1;1;1;0;1;0;1;0;1;0;0;0
94339902;0;3700000;5;1;1;0;1;0;1;0;1;0;0;0
94340447;0;630000;3;0;1;0;1;0;1;0;1;0;0;0
94340617;0;525000;1;0;1;0;1;0;1;0;0;0;0;0
94341052;0;2395000;3;0;1;0;0;0;1;1;0;0;0;0
94369879;1;3700000;3;1;0;0;1;0;0;0;1;1;0;1
94369887;0;630000;3;0;0;1;0;0;0;0;1;1;0;1
94370850;0;3700000;4;1;0;0;0;0;1;1;1;1;0;0
94370931;0;674000;1;0;0;0;1;0;1;0;1;1;0;0
94374104;0;850000;1;0;0;0;0;0;1;1;0;0;1;0
94375488;0;800000;1;0;0;0;1;0;1;0;1;1;0;0
94376107;0;518000;2;0;1;0;0;0;1;1;0;0;0;0
94378010;0;670000;1;0;0;0;1;1;0;0;1;0;1;0
94378835;0;320000;1;0;1;0;1;0;1;0;0;0;0;0
94388121;0;575000;2;0;0;0;0;0;1;1;1;0;1;0
94388822;1;3700000;4;0;0;0;1;0;1;0;1;0;1;0
94389357;1;3700000;4;1;0;0;1;0;1;0;1;0;1;0
94389462;0;3700000;4;1;0;0;1;0;0;0;1;0;1;1
94390029;0;590000;3;0;0;1;0;0;0;0;1;0;1;1
94390762;0;700000;2;0;0;0;0;0;1;1;0;0;1;0
94390819;1;3700000;5;1;0;0;1;0;1;0;1;0;1;0
94392390;0;650000;1;0;0;0;0;0;1;1;0;0;1;0
94392692;0;534000;1;0;0;0;1;0;1;0;0;0;1;0
94392714;1;1220000;3;1;0;0;0;0;1;1;0;0;1;0
94398003;0;520000;2;0;1;0;1;0;0;0;0;0;0;1
94404836;0;500000;2;0;0;0;0;0;1;1;1;0;1;0
94404925;0;1250000;2;0;0;0;0;0;1;1;0;0;1;0
94405549;0;544000;1;0;0;0;1;0;1;0;1;0;1;0
9440836E;0;3700000;5;1;0;0;1;1;0;0;0;0;1;0
9441100E;0;850000;1;0;0;0;1;1;0;0;1;0;1;0
94412154;0;670000;1;0;0;0;0;1;0;1;1;0;1;0
94412952;0;650000;1;0;0;1;0;1;0;0;1;0;1;0
9441422E;0;2600000;1;0;0;0;1;1;0;0;0;0;1;0
94414270;1;1096000;1;1;0;0;0;1;0;1;1;0;1;0
94415099;0;3700000;5;1;0;0;1;1;0;0;1;0;1;0
94415722;0;150000;1;1;0;0;1;1;0;0;1;0;1;0
94417121;0;650000;1;0;0;0;1;1;0;0;1;0;1;0
94417504;0;300000;2;0;0;0;1;1;0;0;0;0;1;0
94418195;1;3700000;5;1;0;0;1;0;1;0;1;1;0;0
94418381;0;3700000;5;1;0;0;1;0;1;0;1;1;0;0
94420947;0;586000;1;0;0;1;0;0;0;0;1;1;0;1
94422737;0;518000;2;0;1;0;1;1;0;0;0;0;0;0
94423792;0;973000;1;1;1;0;0;0;0;1;1;0;0;1
94424489;0;320000;1;1;1;1;0;0;0;0;1;0;0;1
94426333;0;520000;2;0;0;0;0;1;0;1;1;0;1;0
94429766;0;420000;1;0;0;0;1;0;1;0;1;1;0;0
94429863;0;674000;1;0;0;0;1;0;1;0;1;1;0;0
9443073E;0;973000;1;1;0;1;0;0;0;0;1;1;0;1
94432120;0;586000;1;0;0;0;1;0;1;0;1;1;0;0
94432597;0;586000;1;0;1;1;0;0;1;0;1;0;0;0
94432864;0;420000;1;0;0;0;0;0;1;1;1;1;0;0
94432929;1;3700000;3;0;0;0;1;0;1;0;1;1;0;0
94433518;0;973000;1;0;0;1;0;0;0;0;1;1;0;1
9443445E;0;586000;1;0;0;1;0;0;1;0;1;1;0;0
94434638;0;563000;1;0;0;0;1;0;1;0;1;1;0;0
94439001;0;3270000;4;1;0;1;0;0;1;0;1;0;1;0
94463026;0;689000;1;0;0;0;0;0;1;1;1;1;0;0
94463395;1;1436000;1;1;0;0;0;0;1;1;1;0;1;0
94463476;0;1614000;3;0;0;0;1;0;1;0;1;1;0;0
94468362;0;534000;2;0;1;0;1;0;1;0;1;0;0;0
94472912;0;3700000;3;1;1;0;1;0;0;0;1;0;0;1
94476829;0;970000;2;0;0;0;0;0;0;1;0;1;0;1
94479860;0;850000;1;0;1;0;1;1;0;0;1;0;0;0
94487987;0;586000;1;0;1;0;0;0;0;1;1;0;0;1
94488789;0;586000;1;0;0;1;0;0;1;0;0;1;0;0
94488924;0;520000;2;0;0;0;1;0;0;0;1;1;0;1
94489246;0;586000;1;0;1;0;1;0;0;0;0;0;0;1
94490228;0;740000;3;1;0;0;1;0;1;0;0;1;0;0
9449407E;0;674000;1;0;0;1;0;0;0;0;1;1;0;1
94494460;1;3700000;3;1;0;0;0;0;1;1;1;0;1;0
94494975;0;1271000;1;1;0;0;1;0;1;0;1;0;1;0
94499195;0;850000;1;0;0;0;1;0;0;0;1;1;0;1
94499837;1;3700000;6;0;0;0;0;0;1;1;0;0;1;0
94500533;0;1507000;3;0;1;1;0;0;0;0;1;0;0;1
94501831;0;3700000;3;1;0;0;0;0;0;1;1;1;0;1
9450217E;1;3700000;3;1;0;0;1;0;1;0;1;0;1;0
94508275;0;850000;1;0;0;0;0;0;0;1;0;1;0;1
9450833E;0;850000;1;0;0;0;0;0;1;1;1;0;1;0
94509409;0;586000;1;0;1;0;0;0;0;1;1;0;0;1
94512396;0;1220000;3;0;1;0;1;1;0;0;1;0;0;0
94513287;0;700000;1;0;1;0;0;1;0;1;0;0;0;0
94514291;0;3700000;4;1;1;0;0;1;0;1;0;0;0;0
94516073;0;575000;2;0;0;0;1;0;0;0;0;1;0;1
94518130;0;220000;1;0;0;0;0;0;1;1;0;0;1;0
94520917;0;660000;1;0;0;1;0;0;1;0;1;0;1;0
94520992;0;630000;2;0;0;1;0;0;1;0;1;0;1;0
94527849;0;1070000;2;0;0;1;0;0;1;0;1;1;0;0
94527903;0;280000;1;0;0;0;0;0;1;1;1;1;0;0
9452825E;0;3700000;5;1;0;0;1;0;1;0;0;1;0;0
9452940E;1;3500000;3;1;0;0;1;0;1;0;0;1;0;0
94530254;1;3700000;4;1;0;1;0;0;1;0;1;1;0;0
94535477;0;560000;1;1;1;0;0;0;1;1;0;0;0;0
94537992;0;525000;1;0;1;1;0;0;1;0;1;0;0;0
94538719;0;525000;1;0;1;0;0;0;1;1;1;0;0;0
94538867;1;583000;2;0;1;0;0;0;1;1;0;0;0;0
9453893E;0;100000;1;0;1;0;1;0;1;0;0;0;0;0
94540306;0;740000;1;0;1;0;1;0;1;0;1;0;0;0
94542104;0;3700000;5;1;0;0;1;0;1;0;1;1;0;0
94549052;0;725000;1;0;0;0;1;0;0;0;0;0;1;1
94551723;0;534000;1;0;0;0;0;0;0;1;1;0;1;1
94551812;0;2170000;1;0;0;1;0;0;0;0;1;0;1;1
94552037;0;2660000;5;1;0;0;1;0;1;0;0;0;1;0
94553408;0;336000;1;0;0;0;1;0;1;0;0;0;1;0
94553572;1;3850000;5;1;0;0;1;0;1;0;0;0;1;0
94554706;0;525000;1;0;0;0;1;0;1;0;1;1;0;0
94555133;1;3700000;5;1;0;0;1;0;1;0;1;1;0;0
94555559;0;690000;2;0;0;0;1;0;1;0;1;1;0;0
94556296;0;2130000;5;0;0;0;0;0;1;1;0;1;0;0
94556636;1;498000;2;1;0;0;0;0;1;1;0;1;0;0
94567220;0;670000;1;0;1;0;1;0;0;0;0;0;0;1
94567395;0;3700000;4;1;0;0;1;0;0;0;1;0;1;1
94568820;1;3700000;5;1;1;0;1;0;0;0;1;0;0;1
